Ulasan,Label
"['sngat', 'strategis', 'sebelah', 'jalan', 'raya', 'pemandangan', 'sangat', 'bagus', 'pagi', 'sore', 'ditambah', 'desain', 'cafe', 'sangat', 'cantik', 'dinding', 'tangga', 'cerah']",Positif
"['pemandangan', 'bagus', 'kebersihan', 'lumayan', 'bagus', 'semoga', 'lbh', 'ditingkatkan', 'fasilitas', 'bagus', 'bersaing', 'wisata']",Positif
"['dipingir', 'sampahkalau', 'pengurus', 'mungut', 'biaya', 'masuk', 'bersihkan', 'sampahnya☺']",Negatif
"['wisata', 'asik', 'sederhana', 'bagus', 'selfi', 'fotoharga', 'tiket', 'masuk', 'Cuma']",Negatif
"['air', 'terjunnya', 'keren', 'airnya', 'langsung', 'jatuh', 'pinggir', 'pantai', 'pantai', 'lumayan', 'bersih', 'akses', 'gratis', 'bayar', 'parkir', 'motor', 'rb', 'makan']",Positif
"['sangat', 'menarik', 'hati', 'pemandangannya', 'bikin', 'liburan', 'keluarga', 'berkesan']",Positif
"['air', 'terjunnya', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']",Positif
"['tempatnya', 'bagus', 'bnget', 'alternatif', 'liburan', 'sekolah', 'keluarga']",Positif
"['tempatnya', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kaya', 'destinasi', 'wisata', 'yaaa', '💙💙', '…']",Negatif
"['pantai', 'bagusada', 'makanada', 'air', 'terjun', 'laut']",Positif
"['tempatnya', 'berkembang', 'kebersihan', 'bebatuannya', 'harap', 'dijaga']",Negatif
"['bagus', 'banget', 'cocok', 'banget', 'spot', 'foto', 'nyantai', 'lihat', 'laut']",Positif
"['woow', 'bagus', 'indah', 'air', 'terjun', 'pemandangan', 'sangat', 'asri', 'sejuk']",Positif
"['viewnya', 'bagus', 'tempatnya', 'nyaman', 'family', 'time', 'makanannya', 'enaak']",Positif
"['viewnya', 'asyiik', 'air', 'terjun', 'tapi', 'langsung', 'laut', 'kebanyakan', 'air', 'terjun', 'gunung', 'naah', 'laut', '…']",Positif
"['sangat', 'unik', 'satusatunya', 'nusantara', 'air', 'terjun', 'langsung', 'laut', 'lihat', 'jeju', 'korea', 'selatan']",Positif
"['area', 'parkir', 'air', 'bersih', 'fasilitas', 'memadai']",Positif
"['air', 'terjun', 'indah', 'lokasi', 'jalur', 'pantai utara', 'bangkalan', 'sumenep']",Negatif
"['lumayan', 'bagus', 'lokasi', 'wisatanya']",Positif
"['pemandangan', 'indah', 'warung', 'makan', 'andalan', 'sea', 'food', 'maknyus']",Negatif
"['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']",Negatif
"['salah', 'andalan', 'destinasi', 'wisata', 'kabupaten', 'sampang', 'pemandangannya', 'sangat', 'unik', 'ditengah', 'laut', 'air', 'terjun', 'sungai', 'kecamatan', 'sakobanah']",Positif
"['pemandang', 'bagus', 'akses', 'mudah', 'tepi', 'jalan']",Positif
"['nyaman', 'menikmati', 'sunset']",Positif
"['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']",Positif
"['air', 'terjun', 'muara', 'sungai', 'curam']",Negatif
"['kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'musim', 'hujan', '😀', '…']",Positif
"['air', 'terjun', 'cantik', 'menikmati', 'sunset', 'air', 'terjun']",Negatif
"['tempatnya', 'bagus', 'gaes', 'musim', 'penghujan', 'musim', 'hujan', 'airnya', 'coklat', 'tidak', 'bening', 'gaesss']",Positif
"['indahnya', 'sangat', 'istimewa', 'air', 'terjunnya']",Negatif
"['makan', 'ikan', 'bakar', 'enak', 'pinggir', 'jalan', 'menghadap', 'pantai']",Positif
"['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']",Positif
"['tempatnya', 'indah', 'bersih', 'menikmati', 'sunset', 'pulau', 'madura']",Positif
"['rekreasi', 'bagus', 'berlibur', 'keluarga']",Negatif
"['parkir', 'luas', 'kesini', 'lebih baik', 'soresenja', 'sore', 'sungguh', 'pemandangan']",Positif
"['lokasix', 'dipinggir', 'jalan', 'gampang', 'dicarinya', 'singgah', 'sebentar', 'menikmati', 'suasana', 'air', 'terjun', 'jatuh', 'ditepi', 'pantai']",Negatif
"['pemandangan', 'alam', 'bagus', 'murah', 'meriahpas', 'bnget', 'liburan', 'madura']",Negatif
"['habis', 'hujan', 'airnya', 'keruh']",Negatif
"['pemandangan', 'sangat', 'indah', 'cocok', 'orang', 'orang', 'kota', 'berlibur', 'air', 'terjun', 'biayanya', 'murah']",Negatif
"['parkir', 'luas', 'air', 'terjun', 'alami']",Negatif
"['tempatnya', 'bagus', 'sekalisangat', 'menarik', 'dikunjungi', 'wisatawan']",Positif
"['air', 'terjun', 'bagus', 'spot', 'foto', 'keren']",Positif
"['tempatnya', 'bagus', 'cafee', 'toilet']",Positif
"['air', 'terjun', 'indahlgs', 'lautlengkap', 'fasilitas', 'rumah', 'makan', 'lesehan']",Positif
"['bagus', 'air', 'terjunnya']",Negatif
"['wisatanya', 'bagus', 'tapi', 'kulinernya', 'pelayanan', 'memuaskan', 'pelanggan', 'menunggu']",Negatif
"['air', 'terjun', 'toroan', 'berbenah', 'fasilitas', 'lengkap']",Positif
"['potensial', 'dikembangkan', 'eksotik', 'pengelola', 'tingkatkan', 'kebersihan']",Negatif
"['akses', 'dibilang', 'papan', 'lokasi', 'memadai', 'kali', 'tanyatanya', 'warga', 'jalur', 'masuk', 'nyelempit', '…']",Negatif
"['pemandangannya', 'bagus', 'udaranya', 'seger']",Negatif
"['pengambilan', 'foto', 'wisata', 'air', 'terjun', 'toroan🇮🇩', '…']",Negatif
"['pemandangan', 'bagus', 'nyaman']",Positif
"['air', 'terjun', 'wisata', 'sangat', 'indah', 'pulau', 'madura', 'utara', 'tempatnya', 'tidak', 'tapi', 'menarik', 'wisatawan', 'berfoto', '…']",Positif
"['bagus', 'spot', 'foto', 'pinggir', 'laut', 'air', 'terjun', 'bersih', 'dilengkapi', 'makan', 'karcis', 'murah']",Positif
"['air', 'terjunnya', 'bagus', 'langsung', 'turun', 'laut', 'pemandangannya', 'double', 'air', 'terjun', 'laut', 'air', 'terjunnya', 'parkirnya', 'luas', 'tidak', 'khawatir', 'kesana', 'mobil']",Positif
"['tempatnya', 'baguscocok', 'wisata', 'keluarga']",Negatif
"['salah', 'keunikannya', 'air', 'terjun', 'langsung', 'mengalir', 'laut', 'keindahannya', 'sangat', 'memanjakan', 'mata', 'salah', 'wisata', 'unit', 'andalan', 'kabupaten', 'sampang', 'madura', 'jarang', 'ditemui']",Positif
"['perjalanannya', 'melelahkan']",Negatif
"['sangat', 'indah', 'cocok', 'banget', 'wisatawan', 'memanjakan', 'mata', 'pemandangan', 'sangat', 'indah', 'air', 'terjunnya', 'beda', 'pegunungan', 'tapi', 'tepi', 'pantai']",Positif
"['berdasarkan', 'hasil', 'wawancara', 'warga', 'air', 'terjun', 'toroan', 'menyimpan', 'kisah', 'suami', 'istri', 'sakti', 'sayyid', 'abdullah', 'siti', 'marwah', 'buju', 'panyeppen', 'sang', 'istri', 'makam', 'sang', 'suami', '…']",Positif
"['sungguh', 'indah', 'cinptaan', 'mu', 'allah']",Negatif
"['wisata', 'indah', 'bagus']",Positif
"['sunset', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'jalan', 'raya', 'memudahkan', 'menjangkaunya', 'jembatan', 'suramadu', 'persiapan', 'perbekalan', 'fisik', 'perjalanan', '…']",Positif
"['pemandangan', 'pantai', 'berpadu', 'air', 'terjun']",Positif
"['pemandangannya', 'bagus', 'cocok', 'spot', 'foto']",Positif
"['karen', 'air', 'terjun', 'langsung', 'nyatu', 'laut']",Positif
"['wisata', 'ait', 'terjun', 'toroan', 'keren', 'madura']",Positif
"['pengelola', 'wisata', 'ramah', 'nyaman', 'sejuk']",Positif
"['bagus', 'banget', 'banget', 'kesini']",Positif
"['air', 'terjun', 'sampang', 'madura', 'udara', 'air', 'terjun', 'langsung', 'bermuara', 'laut', 'laut', 'jawa', 'air', 'terjun', 'meter', 'diatas', 'permukaan', 'air', 'laut', 'airny', 'biru', 'kehijauan', '…']",Positif
"['air', 'terjun', 'toroan', 'pinggir', 'laut', 'utara', 'pulau', 'madura', 'kota', 'ketapang', 'kabupaten', 'sampang', '…']",Positif
"['jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'terbentuk', 'saluran', 'irigasi', 'sawah', 'warga', 'tidak', 'sarankan', 'bermain', 'air', 'air', 'terjunwaktu', 'air', 'terjun', 'menjelang', 'matahari', 'terbenam', '…']",Positif
"['bagus', 'indah']",Positif
"['wisata', 'air', 'terjun', 'jatohnya', 'lngsung', 'pantai', 'dpet', 'wisata', 'waterfall', 'pantai', 'parkir', 'mobil', 'rbu', 'karcis', 'masuk', 'inget', 'krcis', 'masuk']",Positif
"['baguuss', 'bangett', 'asliiik', 'poto', 'kalender', 'pakai', 'background', 'air', 'terjun', 'inii', 'air', 'terjun', 'samping', 'lautt', 'masuknya', 'gratis', 'makan', 'bbrp', 'spot', 'foto']",Positif
"['air', 'terjun', 'toroan', 'adalan', 'wisata', 'alam', 'madura', 'sangat', 'bagus', 'sangat', 'sentuhan', 'tangan', 'pofesional', 'investor', 'pengembangannya', 'bagus']",Negatif
"['bagus', 'selfi', 'alami', 'latar', 'airterjun', 'keren', 'berenang']",Negatif
"['cocok', 'liburan', 'keluarga']",Positif
"['nyaman', 'wisata', 'keluarga']",Negatif
"['indah', 'cocok', 'santai', 'air', 'terjun', 'tepi', 'pantai', 'sangat', 'inda', 'menjelang', 'sore', 'selatan', 'pantai', 'sore', 'matahari', 'persis', 'sebelah', 'barat']",Positif
"['view', 'indah', 'menawan', 'sayang', 'perawatan', 'berharap', 'kedepannya', 'air', 'terjun', 'toroan', 'dirawat', 'baikoleh', 'pemkab', 'swasta', 'asli', 'daerah']",Positif
"['bagus', 'si', 'tapi', 'lbh', 'tingkatkan']",Negatif
"['bagus', 'keren']",Positif
"['tempatnya', 'asyik', 'alami', 'akses', 'masuk', 'mudah', 'dipinggir', 'jalantapi', 'tlg', 'hatihati', 'membawa', 'lanjut usia', 'turun', 'tanggakulinernya', 'mantab']",Positif
"['terpantau', 'tidak', 'perubahan', 'kotor']",Negatif
"['wisata', 'air', 'terjun', 'letaknya', 'samping', 'jl', 'ketapangsampang']",Positif
"['mantabbb', 'tempatnya', 'keren']",Negatif
"['masukkan', 'daftar', 'kunjungan', 'madura', 'sangat', 'jarang', 'air', 'terjun', 'langsung', 'laut', 'bagus', 'nikmati', 'sore', 'menikmati', 'matahari', 'tenggelam', 'put', 'it', 'your', 'visiting', 'list', 'when', 'you', 'in', 'madura', 'its', 'very', 'rare', '…']",Negatif
"['wisata', 'alam', 'bagus', 'didlm', 'air', 'terjun', 'lsg', 'turun', 'dasar', 'laut', 'sungguh', 'pemandangan', 'sangat', 'bagus', '👍👍👍', '…']",Negatif
"['destinasi', 'wisata', 'air', 'terjun', 'langsung', 'laut', 'lokasi', 'sangat', 'menarik', 'recomended', 'banget', 'keluarga', 'tercinta']",Positif
"['bagus', 'bersih']",Positif
"['lokasi', 'mudah', 'dijangkau', 'pemandangan', 'sangat', 'indah']",Positif
"['indah', 'sekalirekomended']",Positif
"['tempatnya', 'lumayan', 'bagus', 'cocok', 'banget', 'foto', 'long', 'exposure', 'rekomendasi', 'terbaik', 'sore']",Positif
"['fotonya', 'kotor', 'sampahnya', 'sampahnya', 'bakar', 'jalan', 'evaluasi']",Negatif
"['bagus', 'air', 'terjun', 'langsung', 'kelaut']",Positif
"['sayangnya', 'sampah', 'pantai', 'air', 'terjunnya']",Negatif
"['bagus', 'lumayan', 'bersih']",Positif
"['sangat', 'cocok', 'refreshing', 'menghilangkan', 'fikiran', 'tidak', 'tenang', 'akibat', 'sibuk', 'solusi', '…']",Negatif
"['pemandangan', 'indah', 'sulit', 'parkir', 'dukungan', 'rekreasi', 'pantai', 'kirikanannya', 'penambangan', 'pasir', 'laut']",Positif
"['sangat', 'indah', 'nyaman', 'saudaraku', 'hayo', 'berkunjung', 'biaya', 'masuk', 'parkir', 'murah', 'meriah']",Positif
"['wisata', 'bagus', 'bersih', 'terkoordiner']",Positif
"['wisata', 'murah', 'pemandangan', 'indah']",Positif
"['air', 'terjun', 'bagus', 'keren', 'banget', 'cocok', 'banget', 'ngilangin', 'penat']",Positif
"['suasana', 'alamnya', 'sangat', 'indah', 'perpaduan', 'air', 'terjun', 'laut']",Positif
"['rekreasi', 'madura', 'pinggir', 'laut', 'tapi', 'air', 'terjunya', 'natural', 'bagus', 'keluarga']",Positif
"['tetep', 'suka', 'banget']",Positif
"['pantai', 'air', 'terjunnyabagus', 'banget', 'pokoknya', '👍👍👍', '…']",Positif
"['pengalam', 'orang', 'bodoh', 'tidak', 'wajib']",Negatif
"['panoramanya', 'bagus', 'kreativitas', 'penambahan', 'area', 'pantai', 'penambahan', 'fasilitas']",Negatif
"['baguus', 'dikelola', 'masyarakat', 'semoga', 'ramai']",Positif
"['keren', 'bagus', 'banget']",Positif
"['parkir', 'lokasi', 'air', 'terjun', 'jalannya', 'sangat', 'sempit', 'berjubel']",Negatif
"['berlibur', 'menyenangkan', 'pasangan', 'keluarga', 'meikmati', 'air', 'terjun', 'indah']",Positif
"['sumpah', 'pengalaman', 'terbaik']",Negatif
"['bagus', 'banget', 'spot', 'foto', 'instagram', 'obyeknya', 'bagus', 'unik']",Positif
"['indah', 'asri', 'pemandangan', 'laut', 'menyegarkan', 'air', 'terjun', 'langsung', 'laut', 'indah']",Positif
"['air', 'terjun', 'indah', 'tepi', 'laut', 'sangat', 'bagus', 'suka', 'fotofoto']",Positif
"['asik', 'berliburtapi', 'tidak bisa', 'renang', 'air']",Positif
"['sangat', 'cocok', 'refresing']",Positif
"['air', 'terjun', 'langsung', 'pantai', 'satunya', 'daerah', 'madura', 'destinasi', 'wisata', 'ckup', 'langka']",Positif
"['bagus', 'langsung', 'menjorok', 'lautan']",Positif
"['bagus', 'lihat', 'air', 'terjun', 'langsung', 'lautkeren']",Positif
"['bagus', 'foto', 'prewedding']",Positif
"['pemandangan', 'bagus', 'santai', 'keluarga']",Positif
"['tempatnya', 'bagus', 'pengelolaan', 'ditingkatkan', 'biar', 'dikenal']",Negatif
"['wisata', 'alam', 'bagushanya', 'fasum']",Positif
['bagusindah'],Positif
"['suasana', 'air', 'terjun', 'pulau', 'garam', 'madura', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jawa', 'timur']",Negatif
"['memuaskan', 'pelayanan', 'parkir', 'kena', 'mahal']",Negatif
"['airnya', 'kotor', 'logistik', 'tidak']",Negatif
"['pemandangan', 'bagus', 'makannya', 'enak']",Negatif
"['cafe', 'menikmati', 'semilir', 'angin', 'laut']",Negatif
"['cantik', 'eksotis', 'air', 'terjun', 'air', 'tawar', 'langsung', 'didepan', 'ombak', 'pantai']",Positif
['terawat'],Positif
"['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'bermuara', 'laut', 'utara', 'madura']",Negatif
['indah'],Negatif
"['tempatnya', 'bagus', '👍👍', '…']",Positif
"['bagus', 'sejuk', 'tempatnya']",Positif
"['keren', 'destinasinya', 'tidak', 'tiket', 'masuk', 'kulinernya', 'murah', 'bangeeet']",Positif
"['keindahan', 'air', 'terjun', 'mengalirr', 'so', 'beautyfull']",Positif
"['sangat', 'sejuk', 'nyaman', 'wahananya', 'sangat', 'menyenangkan']",Negatif
"['pemandangan', 'air', 'terjun', 'toroan', 'bagus', 'pakiranya', 'luas', 'senang']",Positif
"['pengelola', 'lokasi']",Negatif
"['pemandangannya', 'enak', 'sejuk', 'rasakannya']",Negatif
"['indah', 'air', 'terjun', 'berbatasan', 'langsung', 'laut']",Positif
"['keren', 'air', 'terjun', 'langsung', 'laut', 'jawa']",Positif
"['pemandangannya', 'bagus', 'tidak', 'dikenakan', 'biaya', 'masuk']",Positif
"['sangat', 'beristirahat', 'pemandangan', 'alamnya', 'sangat', 'indah']",Positif
"['bagus', 'tempatnya', 'sejuk']",Negatif
"['air', 'terjun', 'langsng', 'turun', 'laut']",Positif
['bagus'],Positif
"['pemandangan', 'indah']",Positif
"['pemandangan', 'pantai', 'indah']",Negatif
"['cocok', 'bercengkrama', 'kuliner', 'keluarga']",Positif
"['pemandangan', 'menghipnotis', 'mata', 'keindahan', 'alam']",Negatif
"['keindahan', 'darimu', 'tuhan', 'terimakasih', 'semoga', 'menjaganya']",Negatif
"['masuknya', 'gratis', 'bayar', 'parkir', 'kendaraan']",Negatif
"['panorama', 'elok', 'cocok', 'rekreasi', 'keluarga']",Positif
"['pemandangan', 'lautnya', 'bagus']",Positif
"['air', 'terjunnya', 'sangat', 'indah']",Negatif
"['tempatnya', 'nyaman', 'mudah', 'dijangkau']",Positif
"['pemandangannya', 'indah', 'sekali😘', '…']",Positif
"['alternatif', 'wisata', 'pantai utara']",Negatif
"['air', 'terjun', 'alami', 'jernih', 'jatuh', 'laut']",Positif
"['kelola', 'sayang']",Negatif
"['bersih', 'lingkungan', 'sipp']",Negatif
"['gilasih', 'sunsetnyaa', 'parah', 'abiss', 'ehe']",Negatif
"['pemandangan', 'indah']",Positif
"['sangat', 'bagus', 'sejuk', 'dingin']",Positif
"['jeburan', 'disana', 'tertawa']",Negatif
"['bagus', 'pemandangan']",Positif
"['airnya', 'kotor', 'kebersihan', 'area', 'tidak', 'dijaga', 'areanya', 'sempit', 'beda', 'difoto']",Negatif
"['air', 'terjunnya', 'indah']",Negatif
"['air', 'terjunnya', 'indah', 'sejuk']",Negatif
"['lokasinya', 'tapi', 'lumayan', 'indah']",Negatif
['menakjubkan'],Negatif
"['cocok', 'dipakai', 'foto']",Positif
"['airnya', 'jernih', 'banget']",Positif
"['wisata', 'pantai', 'bagus']",Positif
"['sangat', 'senanng', 'bahagia']",Negatif
['indah'],Positif
"['tempatnya', 'bagus', 'kesehatan']",Positif
"['lumayan', 'bersih', 'nyaman']",Positif
"['rugi', 'keruh']",Negatif
"['alamiah', 'banget', 'suasana', 'wekend']",Negatif
"['kereeennn', 'abiiizzz', 'kesana']",Negatif
"['tempatnya', 'bagus']",Positif
"['bagus', 'murah', 'tiket', 'ny']",Positif
"['bagus', 'spot', 'foto']",Positif
"['lokasi', 'aman', 'bersahabat']",Negatif
"['bagus', 'udaranya', 'seger']",Positif
"['tempatnya', 'bersihdan', 'rapi', 'amazing']",Positif
"['bagus', 'pemandangan']",Positif
['nyamuk'],Negatif
"['bagus', 'ber', 'wisata']",Negatif
"['indah', 'tidak', 'menyesal', '😊', '…']",Negatif
"['bagus', 'tempatnya']",Negatif
"['bagus', 'oke']",Negatif
"['sungguh', 'bagus', 'banget']",Positif
['sampahnya'],Negatif
"['tidak', 'sesuai']",Negatif
"['tidak', 'seindah', 'gambarnya']",Negatif
"['bagusnya', 'tidak', 'terduga']",Negatif
"['parkirnya', 'mahal']",Negatif
"['akses', 'jalannya', 'ampun', 'jelek', 'banget', 'asli tetapi palsu', 'masuknya', 'berdebu', 'banget']",Negatif
"['kemarin', 'bukit', 'jaddhih', 'jalan', '’', 'jembatan', 'suramadu', 'lihat', 'foto', '’', 'ulasan', 'maps', 'bukit', 'jaddihih', 'diluar', 'eksepetasi', 'bukit', 'jaddhih', '…']",Negatif
"['biaya', 'masuk', 'mobil', 'rb', 'semoga', 'papan', 'petunjuk', 'jalan', 'wisata', 'pakai', 'maps', 'diputerin', 'jalan', 'kesana', 'mobil', 'berusaha', 'menghindar', 'tetep', 'gasruk', 'alhasil', 'cat', 'mobil', 'bemper', 'ngelupas']",Negatif
"['masuk', 'uang', 'jalan', 'tambang', 'rb', 'masuk', 'parkir', 'rb', 'orang', 'view', 'bagus', 'bngt', 'tambang', 'batu', 'kapur', 'aktif']",Positif
"['kali', 'kesini', 'pakai', 'google', 'map', 'jembatan', 'suramadu', 'arahnya', 'perempatan', 'kiri', 'jalannya', 'sih', 'mobil', 'papasan', 'dekat sekali', 'jalannya', 'berlubang', 'parkir', 'masuk', '…']",Negatif
"['medan', 'kesini', 'jelek', 'bebatuan', 'jalannya']",Negatif
"['minggu', 'kemarin', 'ngantar', 'anakanak', 'wisata', 'wisata', 'diadakan', 'tpq', 'al', 'firdaus', 'anak', 'belajar', 'tahfidz', '…']",Negatif
"['bagus', 'bangettt', 'tertata', 'rapi', 'sayank', 'musim', 'kemarau', 'danaunya', 'kering', 'pemandunya', 'profesional', 'banget', 'namanya', 'cak', 'ross', 'lupa', 'kesana', 'hubungi', 'rekomen', '👍', '…']",Negatif
"['tebing²', 'buatan', 'sangat', 'menakjubkanrecomend', 'banget', 'dikunjungiakses', 'sangat', 'mudah', 'menit', 'jembatan', 'suramadu']",Negatif
"['tempatnya', 'bagus', 'wisata', 'keluarga', 'masker', 'berdebu']",Positif
"['tempatnya', 'luas', 'cocok', 'fotofoto', 'lumayan', 'turun', 'jalannya', 'disarankan', 'kesini', 'sepatu', 'musim', 'hujan', 'ditakutkan', 'licin']",Positif
"['kesini', 'video', 'klip', 'puasa', 'mendung', 'hujan', 'sebentar', 'menyertai', 'diantar', 'spotspot', 'terbaik', 'jarang', 'dipakai', 'orang', 'spot', 'photo', 'video', '…']",Positif
"['bagus', 'jalan', 'Cuma', 'kitq', 'tidak', 'penarik', 'karcis', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']",Positif
"['siang', 'panasnya', 'ampun']",Positif
"['bagus', 'cuaca', 'mendukung', 'jam', 'matahari', 'diatas', 'tapi', 'suhu', 'tidak', 'panas', 'terik', 'menaikkan', 'pesona', 'alamnya']",Positif
"['gersang', 'banget', 'bawa', 'masker', 'debu', 'dimana']",Negatif
"['goa', 'pote', 'bangkalan', 'sebelahnya', 'bukit', 'jaddih', 'goa', 'putih', 'bekas', 'galian', 'kapur', 'putih', '…']",Positif
"['tempatnya', 'bagus', 'sayang', 'kesana', 'musim', 'kemarau', 'jalanan', 'berdebu', 'galian', 'tambang', 'kapur']",Positif
"['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'spot', 'foto']",Negatif
"['bekas', 'tambang', 'kapur', 'banhkalan', 'madura', 'sangat', 'aesthetic', 'lokasi', 'foto', 'video', 'tiket', 'masuk', 'murah', 'rb', 'orang', 'tour', 'guide', 'anak', 'muda', 'jago', 'take', 'foto', 'video', '…']",Positif
"['musim', 'kemarau', 'panas', 'banget']",Positif
"['bagus', 'foto²', 'rekomendasi', 'kesini', 'pagi', 'sore', 'tutup', 'jam']",Positif
"['jalan', 'masuk', 'm', 'sangat', 'bergelombang', 'air', 'didanau', 'kering', 'musim', 'kemarau']",Positif
"['bukit', 'jeddih', 'bukit', 'kapur', 'penambangannya', 'aktif', 'sisi', 'tidak', 'beroperasi', 'dijadikan', 'wisata', 'view', 'ditawarkan', 'menarik', 'fasilitas', 'warung', 'makan', 'toilet', 'keadaannya', 'akses', '…']",Negatif
"['pengalaman', 'wisata', 'alam', 'sangat', 'menyenangkan', 'kondisi', 'lumayan', 'sepi', 'berkunjung', 'jumat', 'penunjuk', 'arah', 'semoga', 'kedepannya', 'pengelolaan']",Positif
"['takjud', 'diciptakan', 'bukit', 'jaddih', 'destinasi', 'wisata', 'kabupaten', 'bangkalan', 'madura', 'pemandangannya', 'beda', 'wisata', '…']",Positif
"['pengalaman', 'tidak', 'mengenakan', 'bnyak', 'pungliyg', 'kamar', 'mandi', 'didekat', 'warung', 'dikasih', 'sm', 'pemilik', 'jalur', 'utama', 'begal', 'disuruh', 'jalan', 'nyaeh', '…']",Positif
"['masuk', 'gang', 'kali', 'bayar', 'seikhlasnya', 'warga', 'masuk', 'areanya', 'bayar', 'rb', 'mobil', 'areanya', 'luas', 'milih', 'area', 'dimiliki', 'bedabeda', 'orang', '…']",Positif
"['tiket', 'masuk', 'roda', 'rp', 'tiket', 'pertandingan', 'orangnya', 'rb', 'direnovasi', 'penampilan', 'diperbaharui']",Positif
"['pengelolaan', 'pemerintah', 'sangat', 'minim', 'akses', 'jalannya', 'sulit', '…']",Negatif
"['tempatnya', 'dikelola', 'profesional', 'dikelola', 'penduduk', 'tempatny', 'terawat', 'tapi', 'dikelola', 'hidden', 'gemsnya', 'madura']",Positif
"['jalan', 'masuk', 'dibilang', 'parah', 'banget']",Negatif
"['salah', 'wisata', 'suka', 'foto', 'area', 'madura', 'tapi', 'tidak', 'surabaya', 'so', 'arek', 'suroboyo', 'mampir', 'rene', 'cuk', '…']",Negatif
"['bagus', 'epik', 'jalanan', 'berkerikil', 'asli tetapi palsu', 'tidak', 'mulus', 'kendalanyasemoga', 'pemerintah', 'memperbaiki', 'jalanan', 'wisata', 'bukit', 'jaddih', 'depannya']",Negatif
"['bukit', 'jaddih', 'sejatinya', 'tambang', 'kapur', 'uniknya', 'pertambangan', 'alat', 'berat', 'truk', 'berlalulalang', 'mengangkut', 'batu', 'kapur', '…']",Negatif
"['situs', 'penambangan', 'kapur', 'sangat', 'luas', 'tampaklah', 'bukit', 'kapur', 'indah', 'madura', 'coba', 'mampir', 'bebek', 'sinjay', 'areanya', 'sangat', 'luas', 'cuaca', 'cerah', 'hasil', 'foto', 'sangat', 'instagramable', 'banget', 'masuk', 'cm', 'bayar', 'parkir', 'dalamnya', 'kolam', 'renang', 'danau', 'tapi', 'dikenakan', 'tiket', 'tambahan']",Positif
"['wisata', 'bukit', 'kapur', 'sangat', 'kotor', 'kesini']",Positif
"['sayang', 'aksesnya', 'kesana', 'melewati', 'jalanan', 'rusak', 'akses', 'kluar', 'masuk', 'truk', 'tambang', 'mobil', 'dikenakan', 'karcis', 'ribu', 'akses', 'masuk', '…']",Positif
"['bagus', 'foto', 'sayangnya', 'jalan', 'tkp', 'bagus', 'fasum', 'ditingkatnya', 'pengunjung', 'nyaman', 'semoga', 'kedepan', 'tertata👍🏻👍🏻', '…']",Positif
"['luas', 'pemandu', 'masuk']",Negatif
"['juni', 'bukit', 'jaddih', 'penambangan', 'kapur', 'dijadikan', 'lokasi', 'wisata', '…']",Negatif
"['parkiran', 'luas', 'mushola', 'kamar', 'mandi', 'terletak', 'jalan', 'masuk', 'lokasi', 'perahu', 'getek', 'warung', 'kopi', 'pungli', 'x', 'bayar', 'tiket', 'tidak']",Positif
"['bagus', 'tiket', 'uang', 'tidak', 'resmi', 'uang', 'masuk', 'rbu', 'free', '…']",Positif
"['tempatnya', 'viewnya', 'tapi', 'pakai', 'jasa', 'guide', 'fotofoto', 'bagus', 'viewnya', 'keren', 'tempatnya', '👍', '…']",Negatif
"['pungli', 'terkesan', 'mahal']",Negatif
"['sampah', 'dimanamana', 'ditambah', 'fasilitas', 'sampah']",Negatif
"['s', 'parkirnya', 'mahal', 'rb', 'bus', 'kapasitas', 'orang']",Negatif
"['kunjungan', 'kesekian', 'kalinya', 'keluarga', 'tambang', 'suasana', 'bukit', 'kapur', 'putih', 'tertata', 'bekas', 'tambang', 'goa', 'poteh', 'artistik', 'hasil', 'potongan', 'penambang', 'menghasilkan', 'lubang', 'goa', 'menarik']",Negatif
"['kesana', 'jalur', 'suramadu', 'mudah', 'diakses', 'google', 'map', 'jalan', 'jarang', 'petunjuk', 'jalan', '…']",Negatif
"['cuacanya', 'sangat', 'panas', 'maklum', 'pulau', 'madura', 'terkenal', 'panasnya']",Positif
['panas'],Positif
"['sangat', 'disayangkan', 'potensi', 'wisata', 'madura', 'lambang', 'wisata', 'bangkalan', 'pungli', 'keamanan', 'lokasi', 'wisatawan', 'berpikir', 'x', 'berkunjung', 'kesini', 'warga', 'bangkalan', '…']",Negatif
