Ulasan,Tanggal_Ulasan,Label,lokasi,hasil_ulasan,cleaning,tokenisasi,normalisasi,stopword
tidak tahan sama panasnya,setahun lalu,Negatif,bukit jaddih,tidak tahan sama panasnya,tidak tahan sama panasnya,"['tidak', 'tahan', 'sama', 'panasnya']","['tidak', 'tahan', 'sama', 'panasnya']","['tidak', 'tahan', 'panasnya']"
sekali tempatnya kurang terawat mungkin karena pandemi..,4 tahun lalu,Negatif,bukit jaddih,sekali tempatnya kurang terawat mungkin karena pandemi..,sekali tempatnya kurang terawat mungkin karena pandemi..,"['sekali', 'tempatnya', 'kurang', 'terawat', 'mungkin', 'karena', 'pandemi', '..']","['sekali', 'tempatnya', 'kurang', 'terawat', 'mungkin', 'karena', 'pandemi', '..']","['tempatnya', 'terawat', 'pandemi', '..']"
"sayang jalan ke sana sempit dan tidak ada petunjuk arah yang pasti, orang di sanapun ditanya banyak yang tidak tahu..",4 tahun lalu,Negatif,bukit jaddih,"sayang jalan ke sana sempit dan tidak ada petunjuk arah yang pasti, orang di sanapun ditanya banyak yang tidak tahu..","sayang jalan ke sana sempit dan tidak ada petunjuk arah yang pasti, orang di sanapun ditanya banyak yang tidak tahu..","['sayang', 'jalan', 'ke', 'sana', 'sempit', 'dan', 'tidak', 'ada', 'petunjuk', 'arah', 'yang', 'pasti', ',', 'orang', 'di', 'sanapun', 'ditanya', 'banyak', 'yang', 'tidak', 'tahu', '..']","['sayang', 'jalan', 'ke', 'sana', 'sempit', 'dan', 'tidak', 'ada', 'petunjuk', 'arah', 'yang', 'pasti', ',', 'orang', 'di', 'sanapun', 'ditanya', 'banyak', 'yang', 'tidak', 'tahu', '..']","['sayang', 'jalan', 'sempit', 'tidak', 'petunjuk', 'arah', ',', 'orang', 'sanapun', 'tidak', '..']"
 akses jalannya kurang bagus.,4 tahun lalu,Negatif,bukit jaddih, akses jalannya kurang bagus.,akses jalannya kurang bagus.,"['akses', 'jalannya', 'kurang', 'bagus', '.']","['akses', 'jalannya', 'kurang', 'bagus', '.']","['akses', 'jalannya', 'bagus', '.']"
"banyak banget bayarnya, memang benar banyak pungli dan juga kalau siang hari panas banget, fasilitasnya kurang",2 tahun lalu,Negatif,bukit jaddih,"banyak banget bayarnya, memang benar banyak pungli dan juga kalau siang hari panas banget, fasilitasnya kurang","banyak banget bayarnya, memang benar banyak pungli dan juga kalau siang hari panas banget, fasilitasnya kurang","['banyak', 'banget', 'bayarnya', ',', 'memang', 'benar', 'banyak', 'pungli', 'dan', 'juga', 'kalau', 'siang', 'hari', 'panas', 'banget', ',', 'fasilitasnya', 'kurang']","['banyak', 'banget', 'bayarnya', ',', 'memang', 'benar', 'banyak', 'pungli', 'dan', 'juga', 'kalau', 'siang', 'hari', 'panas', 'banget', ',', 'fasilitasnya', 'kurang']","['banget', 'bayarnya', ',', 'pungli', 'siang', 'panas', 'banget', ',', 'fasilitasnya']"
"Mumpung ada acara di Bangkalan 2017 silam, sempatkan mampir ke Wisata Bukit Jaddhih. Entah penampakannya seperti apa di tahun 2021 ini. Overall tempatnya bagus",4 tahun lalu,Negatif,bukit jaddih,"mumpung ada acara di bangkalan 2017 silam, sempatkan mampir ke wisata bukit jaddhih. entah penampakannya seperti apa di tahun 2021 ini. overall tempatnya bagus","mumpung ada acara di bangkalan  silam, sempatkan mampir ke wisata bukit jaddhih. entah penampakannya seperti apa di tahun  ini. overall tempatnya bagus","['mumpung', 'ada', 'acara', 'di', 'bangkalan', 'silam', ',', 'sempatkan', 'mampir', 'ke', 'wisata', 'bukit', 'jaddhih', '.', 'entah', 'penampakannya', 'seperti', 'apa', 'di', 'tahun', 'ini', '.', 'overall', 'tempatnya', 'bagus']","['selagi', 'ada', 'acara', 'di', 'bangkalan', 'silam', ',', 'sempatkan', 'mampir', 'ke', 'wisata', 'bukit', 'jaddhih', '.', 'entah', 'penampakannya', 'seperti', 'apa', 'di', 'tahun', 'ini', '.', 'overall', 'tempatnya', 'bagus']","['selagi', 'acara', 'bangkalan', 'silam', ',', 'sempatkan', 'mampir', 'wisata', 'bukit', 'jaddhih', '.', 'penampakannya', '.', 'overall', 'tempatnya', 'bagus']"
" Sayang aja fasilitasnya belum lengkap, banyak pungli",4 bulan lalu,Negatif,bukit jaddih," sayang aja fasilitasnya belum lengkap, banyak pungli","sayang aja fasilitasnya belum lengkap, banyak pungli","['sayang', 'aja', 'fasilitasnya', 'belum', 'lengkap', ',', 'banyak', 'pungli']","['sayang', 'saja', 'fasilitasnya', 'belum', 'lengkap', ',', 'banyak', 'pungli']","['sayang', 'fasilitasnya', 'lengkap', ',', 'pungli']"
"Lumayan bagus, jalannya buruk. Tapi pemandangannya keren karena jarang terlihat.",2 tahun lalu,Negatif,bukit jaddih,"lumayan bagus, jalannya buruk. tapi pemandangannya keren karena jarang terlihat.","lumayan bagus, jalannya buruk. tapi pemandangannya keren karena jarang terlihat.","['lumayan', 'bagus', ',', 'jalannya', 'buruk', '.', 'tapi', 'pemandangannya', 'keren', 'karena', 'jarang', 'terlihat', '.']","['lumayan', 'bagus', ',', 'jalannya', 'buruk', '.', 'tapi', 'pemandangannya', 'keren', 'karena', 'jarang', 'terlihat', '.']","['lumayan', 'bagus', ',', 'jalannya', 'buruk', '.', 'tapi', 'pemandangannya', 'keren', 'jarang', '.']"
Lumayanlah buat foto2.. tapi pas kesana airnya gak ada.. jadi gk bisa naik prahu deh,2 tahun lalu,Positif,bukit jaddih,lumayanlah buat foto2.. tapi pas kesana airnya gak ada.. jadi gk bisa naik prahu deh,lumayanlah buat foto.. tapi pas kesana airnya gak ada.. jadi gk bisa naik prahu deh,"['lumayanlah', 'buat', 'foto', '..', 'tapi', 'pas', 'kesana', 'airnya', 'gak', 'ada', '..', 'jadi', 'gk', 'bisa', 'naik', 'prahu', 'deh']","['lumayanlah', 'buat', 'foto', '..', 'tapi', 'pas', 'kesana', 'airnya', 'tidak', 'ada', '..', 'jadi', 'tidak', 'bisa', 'naik', 'prahu', 'deh']","['lumayanlah', 'foto', '..', 'tapi', 'pas', 'kesana', 'airnya', 'tidak', '..', 'tidak', 'prahu', 'deh']"
Bukit buatan yg keren abiisss cocok buat hangout bareng temen .. view ny sangat indah ..,3 tahun lalu,Negatif,bukit jaddih,bukit buatan yg keren abiisss cocok buat hangout bareng temen .. view ny sangat indah ..,bukit buatan yg keren abiisss cocok buat hangout bareng temen .. view ny sangat indah ..,"['bukit', 'buatan', 'yg', 'keren', 'abiisss', 'cocok', 'buat', 'hangout', 'bareng', 'temen', '..', 'view', 'ny', 'sangat', 'indah', '..']","['bukit', 'buatan', 'yang', 'keren', 'abiisss', 'cocok', 'buat', 'hangout', 'bareng', 'teman', '..', 'view', 'ny', 'sangat', 'indah', '..']","['bukit', 'buatan', 'keren', 'abiisss', 'cocok', 'hangout', 'bareng', 'teman', '..', 'view', 'ny', 'sangat', 'indah', '..']"
"Awalnya tempat ini merupakan tempat penambangan batu kapur. Lebih baik kesini pada pagi hari atau sore. Diusahakan kesini naik mobil, kalaupun terpaksa naik motor harus rame-rame untuk menghindari tindak pembegalan. Tiket masuk lumayan murah.",4 tahun lalu,Positif,bukit jaddih,"awalnya tempat ini merupakan tempat penambangan batu kapur. lebih baik kesini pada pagi hari atau sore. diusahakan kesini naik mobil, kalaupun terpaksa naik motor harus rame-rame untuk menghindari tindak pembegalan. tiket masuk lumayan murah.","awalnya tempat ini merupakan tempat penambangan batu kapur. lebih baik kesini pada pagi hari atau sore. diusahakan kesini naik mobil, kalaupun terpaksa naik motor harus rame-rame untuk menghindari tindak pembegalan. tiket masuk lumayan murah.","['awalnya', 'tempat', 'ini', 'merupakan', 'tempat', 'penambangan', 'batu', 'kapur', '.', 'lebih', 'baik', 'kesini', 'pada', 'pagi', 'hari', 'atau', 'sore', '.', 'diusahakan', 'kesini', 'naik', 'mobil', ',', 'kalaupun', 'terpaksa', 'naik', 'motor', 'harus', 'rame-rame', 'untuk', 'menghindari', 'tindak', 'pembegalan', '.', 'tiket', 'masuk', 'lumayan', 'murah', '.']","['awalnya', 'tempat', 'ini', 'merupakan', 'tempat', 'penambangan', 'batu', 'kapur', '.', 'lebih', 'baik', 'kesini', 'pada', 'pagi', 'hari', 'atau', 'sore', '.', 'diusahakan', 'kesini', 'naik', 'mobil', ',', 'kalaupun', 'terpaksa', 'naik', 'motor', 'harus', 'rame-rame', 'untuk', 'menghindari', 'tindak', 'pembegalan', '.', 'tiket', 'masuk', 'lumayan', 'murah', '.']","['penambangan', 'batu', 'kapur', '.', 'kesini', 'pagi', 'sore', '.', 'diusahakan', 'kesini', 'mobil', ',', 'terpaksa', 'motor', 'rame-rame', 'menghindari', 'tindak', 'pembegalan', '.', 'tiket', 'masuk', 'lumayan', 'murah', '.']"
Objek wisata yg instagramable..bukit tmpt penambangan kapur putih ini letakny 30mnt dr bebek sinjai bangkalan dan 1.5jam dr kota surabaya..hati2 jln menuju ksini awas trjebak jln alternatif yg blm beraspal..dan sepi..disarankn untuk sll melewati jln yg beraspal pulng dan pergi,3 tahun lalu,Positif,bukit jaddih,objek wisata yg instagramable..bukit tmpt penambangan kapur putih ini letakny 30mnt dr bebek sinjai bangkalan dan 1.5jam dr kota surabaya..hati2 jln menuju ksini awas trjebak jln alternatif yg blm beraspal..dan sepi..disarankn untuk sll melewati jln yg beraspal pulng dan pergi,objek wisata yg instagramable..bukit tmpt penambangan kapur putih ini letakny mnt dr bebek sinjai bangkalan dan .jam dr kota surabaya..hati jln menuju ksini awas trjebak jln alternatif yg blm beraspal..dan sepi..disarankn untuk sll melewati jln yg beraspal pulng dan pergi,"['objek', 'wisata', 'yg', 'instagramable', '..', 'bukit', 'tmpt', 'penambangan', 'kapur', 'putih', 'ini', 'letakny', 'mnt', 'dr', 'bebek', 'sinjai', 'bangkalan', 'dan', '.jam', 'dr', 'kota', 'surabaya', '..', 'hati', 'jln', 'menuju', 'ksini', 'awas', 'trjebak', 'jln', 'alternatif', 'yg', 'blm', 'beraspal', '..', 'dan', 'sepi', '..', 'disarankn', 'untuk', 'sll', 'melewati', 'jln', 'yg', 'beraspal', 'pulng', 'dan', 'pergi']","['objek', 'wisata', 'yang', 'instagramable', '..', 'bukit', 'tempat', 'penambangan', 'kapur', 'putih', 'ini', 'letakny', 'minta', 'dari', 'bebek', 'sinjai', 'bangkalan', 'dan', '.jam', 'dari', 'kota', 'surabaya', '..', 'hati', 'jalan', 'menuju', 'ksini', 'awas', 'trjebak', 'jalan', 'alternatif', 'yang', 'belum', 'beraspal', '..', 'dan', 'sepi', '..', 'disarankn', 'untuk', 'selalu', 'melewati', 'jalan', 'yang', 'beraspal', 'pulng', 'dan', 'pergi']","['objek', 'wisata', 'instagramable', '..', 'bukit', 'penambangan', 'kapur', 'putih', 'letakny', 'bebek', 'sinjai', 'bangkalan', '.jam', 'kota', 'surabaya', '..', 'hati', 'jalan', 'ksini', 'awas', 'trjebak', 'jalan', 'alternatif', 'beraspal', '..', 'sepi', '..', 'disarankn', 'melewati', 'jalan', 'beraspal', 'pulng', 'pergi']"
Bukit kapur di daerah bangkalan madura. Akses jalan bisa melalui jembatan suramadu. Lumayan jauh dan jalanan masih sedikit sepi. Lebih baik rombongan dan siang hari. Pemandangannya bagus. Dan masih ada kegiatan penambangan di lokasi ini. …,4 tahun lalu,Positif,bukit jaddih,bukit kapur di daerah bangkalan madura. akses jalan bisa melalui jembatan suramadu. lumayan jauh dan jalanan masih sedikit sepi. lebih baik rombongan dan siang hari. pemandangannya bagus. dan masih ada kegiatan penambangan di lokasi ini. …,bukit kapur di daerah bangkalan madura. akses jalan bisa melalui jembatan suramadu. lumayan jauh dan jalanan masih sedikit sepi. lebih baik rombongan dan siang hari. pemandangannya bagus. dan masih ada kegiatan penambangan di lokasi ini. ?,"['bukit', 'kapur', 'di', 'daerah', 'bangkalan', 'madura', '.', 'akses', 'jalan', 'bisa', 'melalui', 'jembatan', 'suramadu', '.', 'lumayan', 'jauh', 'dan', 'jalanan', 'masih', 'sedikit', 'sepi', '.', 'lebih', 'baik', 'rombongan', 'dan', 'siang', 'hari', '.', 'pemandangannya', 'bagus', '.', 'dan', 'masih', 'ada', 'kegiatan', 'penambangan', 'di', 'lokasi', 'ini', '.', '?']","['bukit', 'kapur', 'di', 'daerah', 'bangkalan', 'madura', '.', 'akses', 'jalan', 'bisa', 'melalui', 'jembatan', 'suramadu', '.', 'lumayan', 'jauh', 'dan', 'jalanan', 'masih', 'sedikit', 'sepi', '.', 'lebih', 'baik', 'rombongan', 'dan', 'siang', 'hari', '.', 'pemandangannya', 'bagus', '.', 'dan', 'masih', 'ada', 'kegiatan', 'penambangan', 'di', 'lokasi', 'ini', '.', '?']","['bukit', 'kapur', 'daerah', 'bangkalan', 'madura', '.', 'akses', 'jalan', 'jembatan', 'suramadu', '.', 'lumayan', 'jalanan', 'sepi', '.', 'rombongan', 'siang', '.', 'pemandangannya', 'bagus', '.', 'kegiatan', 'penambangan', 'lokasi', '.', '?']"
"Tempatnya  sangat berdebu..
Kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini.",4 tahun lalu,Negatif,bukit jaddih,"tempatnya  sangat berdebu..
kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini.",tempatnya sangat berdebu.. kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini.,"['tempatnya', 'sangat', 'berdebu', '..', 'kurang', 'nyaman', 'untuk', 'berlama-lama', 'atau', 'bawa', 'anak', 'kecil', 'ke', 'sini', '.']","['tempatnya', 'sangat', 'berdebu', '..', 'kurang', 'nyaman', 'untuk', 'berlama-lama', 'atau', 'bawa', 'anak', 'kecil', 'ke', 'sini', '.']","['tempatnya', 'sangat', 'berdebu', '..', 'nyaman', 'berlama-lama', 'bawa', 'anak', '.']"
" memang panas banget , harap dimaklumi memang dimadura cuacanya sangat terik banget , cuma mau cari tempat parkir muter2 kena tarif terus , kurang tau itu pungli / memang sistemnya sprti itu , jujur emang kurang puas banget dengan adanya yg seperri itu",4 tahun lalu,Positif,bukit jaddih," memang panas banget , harap dimaklumi memang dimadura cuacanya sangat terik banget , cuma mau cari tempat parkir muter2 kena tarif terus , kurang tau itu pungli / memang sistemnya sprti itu , jujur emang kurang puas banget dengan adanya yg seperri itu","memang panas banget , harap dimaklumi memang dimadura cuacanya sangat terik banget , cuma mau cari tempat parkir muter kena tarif terus , kurang tau itu pungli / memang sistemnya sprti itu , jujur emang kurang puas banget dengan adanya yg seperri itu","['memang', 'panas', 'banget', ',', 'harap', 'dimaklumi', 'memang', 'dimadura', 'cuacanya', 'sangat', 'terik', 'banget', ',', 'cuma', 'mau', 'cari', 'tempat', 'parkir', 'muter', 'kena', 'tarif', 'terus', ',', 'kurang', 'tau', 'itu', 'pungli', '/', 'memang', 'sistemnya', 'sprti', 'itu', ',', 'jujur', 'emang', 'kurang', 'puas', 'banget', 'dengan', 'adanya', 'yg', 'seperri', 'itu']","['memang', 'panas', 'banget', ',', 'harap', 'dimaklumi', 'memang', 'dimadura', 'cuacanya', 'sangat', 'terik', 'banget', ',', 'cuma', 'mau', 'cari', 'tempat', 'parkir', 'muter', 'kena', 'tarif', 'terus', ',', 'kurang', 'tahu', 'itu', 'pungli', '/', 'memang', 'sistemnya', 'seperti', 'itu', ',', 'jujur', 'memang', 'kurang', 'puas', 'banget', 'dengan', 'adanya', 'yang', 'seperri', 'itu']","['panas', 'banget', ',', 'harap', 'dimaklumi', 'dimadura', 'cuacanya', 'sangat', 'terik', 'banget', ',', 'cari', 'parkir', 'muter', 'kena', 'tarif', ',', 'pungli', '/', 'sistemnya', ',', 'jujur', 'puas', 'banget', 'seperri']"
 jalan menuju lokasi kurang baik,4 tahun lalu,Negatif,bukit jaddih, jalan menuju lokasi kurang baik,jalan menuju lokasi kurang baik,"['jalan', 'menuju', 'lokasi', 'kurang', 'baik']","['jalan', 'menuju', 'lokasi', 'kurang', 'baik']","['jalan', 'lokasi']"
 banyaknya pungutan sebelum menuju lokasi dengan alasan …,3 tahun lalu,Negatif,bukit jaddih, banyaknya pungutan sebelum menuju lokasi dengan alasan …,banyaknya pungutan sebelum menuju lokasi dengan alasan ?,"['banyaknya', 'pungutan', 'sebelum', 'menuju', 'lokasi', 'dengan', 'alasan', '?']","['banyaknya', 'pungutan', 'sebelum', 'menuju', 'lokasi', 'dengan', 'alasan', '?']","['banyaknya', 'pungutan', 'lokasi', 'alasan', '?']"
cuacanya sangat panas. Dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. Karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya,4 tahun lalu,Negatif,bukit jaddih,cuacanya sangat panas. dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya,cuacanya sangat panas. dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya,"['cuacanya', 'sangat', 'panas', '.', 'dan', 'semoga', 'di', 'kelola', 'dengan', 'resmi', 'biar', 'tidak', 'ada', 'pungutan', 'liar', 'untuk', 'masuk', 'ke', 'lokasi', 'ini', '.', 'karena', 'dari', 'pengalaman', 'saya', 'dan', 'rombongan', 'sampai', 'harus', 'adu', 'mulut', 'karena', 'pungli', 'nya']","['cuacanya', 'sangat', 'panas', '.', 'dan', 'semoga', 'di', 'kelola', 'dengan', 'resmi', 'biar', 'tidak', 'ada', 'pungutan', 'liar', 'untuk', 'masuk', 'ke', 'lokasi', 'ini', '.', 'karena', 'dari', 'pengalaman', 'saya', 'dan', 'rombongan', 'sampai', 'harus', 'adu', 'mulut', 'karena', 'pungli', 'nya']","['cuacanya', 'sangat', 'panas', '.', 'semoga', 'kelola', 'resmi', 'biar', 'tidak', 'pungutan', 'liar', 'masuk', 'lokasi', '.', 'pengalaman', 'rombongan', 'adu', 'mulut', 'pungli']"
Wisata yang indah buat di kunjungin. Tapi kalo kesini pas musim kemarau harus siap bawa masker. Karna debu dari truk yg lewat. Kalo terlanjurr ngga bawa disana ada yg jual harganya sekitar 5rb/2 pcs. Tempatnya lumayan gersang juga. …,4 bulan lalu,Negatif,bukit jaddih,wisata yang indah buat di kunjungin. tapi kalo kesini pas musim kemarau harus siap bawa masker. karna debu dari truk yg lewat. kalo terlanjurr ngga bawa disana ada yg jual harganya sekitar 5rb/2 pcs. tempatnya lumayan gersang juga. …,wisata yang indah buat di kunjungin. tapi kalo kesini pas musim kemarau harus siap bawa masker. karna debu dari truk yg lewat. kalo terlanjurr ngga bawa disana ada yg jual harganya sekitar rb/ pcs. tempatnya lumayan gersang juga. ?,"['wisata', 'yang', 'indah', 'buat', 'di', 'kunjungin', '.', 'tapi', 'kalo', 'kesini', 'pas', 'musim', 'kemarau', 'harus', 'siap', 'bawa', 'masker', '.', 'karna', 'debu', 'dari', 'truk', 'yg', 'lewat', '.', 'kalo', 'terlanjurr', 'ngga', 'bawa', 'disana', 'ada', 'yg', 'jual', 'harganya', 'sekitar', 'rb/', 'pcs', '.', 'tempatnya', 'lumayan', 'gersang', 'juga', '.', '?']","['wisata', 'yang', 'indah', 'buat', 'di', 'kunjungin', '.', 'tapi', 'kalau', 'kesini', 'pas', 'musim', 'kemarau', 'harus', 'siap', 'bawa', 'masker', '.', 'karena', 'debu', 'dari', 'truk', 'yang', 'lewat', '.', 'kalau', 'terlanjurr', 'tidak', 'bawa', 'disana', 'ada', 'yang', 'jual', 'harganya', 'sekitar', 'rb/', 'pcs', '.', 'tempatnya', 'lumayan', 'gersang', 'juga', '.', '?']","['wisata', 'indah', 'kunjungin', '.', 'tapi', 'kesini', 'pas', 'musim', 'kemarau', 'bawa', 'masker', '.', 'debu', 'truk', '.', 'terlanjurr', 'tidak', 'bawa', 'disana', 'jual', 'harganya', 'rb/', 'pcs', '.', 'tempatnya', 'lumayan', 'gersang', '.', '?']"
Tempatnya enak rasanya pingin sana lg,3 tahun lalu,Negatif,bukit jaddih,tempatnya enak rasanya pingin sana lg,tempatnya enak rasanya pingin sana lg,"['tempatnya', 'enak', 'rasanya', 'pingin', 'sana', 'lg']","['tempatnya', 'enak', 'rasanya', 'pingin', 'sana', 'lagi']","['tempatnya', 'enak', 'pingin']"
"Dulu pas ke sini, tidak ada loket, dan ... diterik bayaran hampir setiap spot. Semoga sekarang tidak lagi begitu.",4 tahun lalu,Negatif,bukit jaddih,"dulu pas ke sini, tidak ada loket, dan ... diterik bayaran hampir setiap spot. semoga sekarang tidak lagi begitu.","dulu pas ke sini, tidak ada loket, dan ... diterik bayaran hampir setiap spot. semoga sekarang tidak lagi begitu.","['dulu', 'pas', 'ke', 'sini', ',', 'tidak', 'ada', 'loket', ',', 'dan', '...', 'diterik', 'bayaran', 'hampir', 'setiap', 'spot', '.', 'semoga', 'sekarang', 'tidak', 'lagi', 'begitu', '.']","['dulu', 'pas', 'ke', 'sini', ',', 'tidak', 'ada', 'loket', ',', 'dan', '...', 'diterik', 'bayaran', 'hampir', 'setiap', 'spot', '.', 'semoga', 'sekarang', 'tidak', 'lagi', 'begitu', '.']","['pas', ',', 'tidak', 'loket', ',', '...', 'diterik', 'bayaran', 'spot', '.', 'semoga', 'tidak', '.']"
belum didukung fasilitas jalan yg memadai dan pengelolaan yg baik.,4 tahun lalu,Positif,bukit jaddih,belum didukung fasilitas jalan yg memadai dan pengelolaan yg baik.,belum didukung fasilitas jalan yg memadai dan pengelolaan yg baik.,"['belum', 'didukung', 'fasilitas', 'jalan', 'yg', 'memadai', 'dan', 'pengelolaan', 'yg', 'baik', '.']","['belum', 'didukung', 'fasilitas', 'jalan', 'yang', 'memadai', 'dan', 'pengelolaan', 'yang', 'baik', '.']","['didukung', 'fasilitas', 'jalan', 'memadai', 'pengelolaan', '.']"
Agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. Mohon pemerintah setempat bisa membuat tempat ini nyaman,10 bulan lalu,Negatif,bukit jaddih,agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. mohon pemerintah setempat bisa membuat tempat ini nyaman,agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta uang ke pengunjung jika tidak di kasih marah. mohon pemerintah setempat bisa membuat tempat ini nyaman,"['agak', 'ngeri', 'tempatnya', 'terlalu', 'banyak', 'preman', 'atau', 'anak', 'muda', 'yang', 'pungli', 'minta', 'uang', 'ke', 'pengunjung', 'jika', 'tidak', 'di', 'kasih', 'marah', '.', 'mohon', 'pemerintah', 'setempat', 'bisa', 'membuat', 'tempat', 'ini', 'nyaman']","['agak', 'seram', 'tempatnya', 'terlalu', 'banyak', 'preman', 'atau', 'anak', 'muda', 'yang', 'pungli', 'minta', 'uang', 'ke', 'pengunjung', 'jika', 'tidak', 'di', 'kasih', 'marah', '.', 'mohon', 'pemerintah', 'setempat', 'bisa', 'membuat', 'tempat', 'ini', 'nyaman']","['seram', 'tempatnya', 'preman', 'anak', 'muda', 'pungli', 'uang', 'pengunjung', 'tidak', 'kasih', 'marah', '.', 'mohon', 'pemerintah', 'nyaman']"
"Tempat bagus untuk berfoto..
Sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali2 oleh warga",11 bulan lalu,Negatif,bukit jaddih,"tempat bagus untuk berfoto..
sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali2 oleh warga","tempat bagus untuk berfoto.. sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali oleh warga","['tempat', 'bagus', 'untuk', 'berfoto', '..', 'sayangnya', 'belum', 'dimaksimalkan', 'pengelolaan', 'lokasi', 'wisatanya', ',', 'jadi', 'bayar', 'biaya', 'parkir', 'berkali', 'oleh', 'warga']","['tempat', 'bagus', 'untuk', 'berfoto', '..', 'sayangnya', 'belum', 'dimaksimalkan', 'pengelolaan', 'lokasi', 'wisatanya', ',', 'jadi', 'bayar', 'biaya', 'parkir', 'berkali', 'oleh', 'warga']","['bagus', 'berfoto', '..', 'sayangnya', 'dimaksimalkan', 'pengelolaan', 'lokasi', 'wisatanya', ',', 'bayar', 'biaya', 'parkir', 'berkali', 'warga']"
"Tempat liar, tidak dikelola dengan baik",4 tahun lalu,Negatif,bukit jaddih,"tempat liar, tidak dikelola dengan baik","tempat liar, tidak dikelola dengan baik","['tempat', 'liar', ',', 'tidak', 'dikelola', 'dengan', 'baik']","['tempat', 'liar', ',', 'tidak', 'dikelola', 'dengan', 'baik']","['liar', ',', 'tidak', 'dikelola']"
Datang saat pagi hari agar cuacanya masih segar,4 tahun lalu,Negatif,bukit jaddih,datang saat pagi hari agar cuacanya masih segar,datang saat pagi hari agar cuacanya masih segar,"['datang', 'saat', 'pagi', 'hari', 'agar', 'cuacanya', 'masih', 'segar']","['datang', 'saat', 'pagi', 'hari', 'agar', 'cuacanya', 'masih', 'segar']","['pagi', 'cuacanya', 'segar']"
 keamanan menuju sana yg harus benar2 diperhatikan. Rawan begal ☹️ untuk wisatawan dari …,4 tahun lalu,Positif,bukit jaddih, keamanan menuju sana yg harus benar2 diperhatikan. rawan begal ☹️ untuk wisatawan dari …,keamanan menuju sana yg harus benar diperhatikan. rawan begal ?? untuk wisatawan dari ?,"['keamanan', 'menuju', 'sana', 'yg', 'harus', 'benar', 'diperhatikan', '.', 'rawan', 'begal', '?', '?', 'untuk', 'wisatawan', 'dari', '?']","['keamanan', 'menuju', 'sana', 'yang', 'harus', 'benar', 'diperhatikan', '.', 'rawan', 'begal', '?', '?', 'untuk', 'wisatawan', 'dari', '?']","['keamanan', 'diperhatikan', '.', 'rawan', 'begal', '?', '?', 'wisatawan', '?']"
"Datang kesini karena lihat rekomendasi tempat wisata menarik di Madura. Lokasi cukup sulit di lalui, karena akses jalan yang sempit. Untuk pemandangan bagus dan menarik , Tapi kekurangannya adalah setelah datang kesana ada oknum Pungli yang …",4 bulan lalu,Negatif,bukit jaddih,"datang kesini karena lihat rekomendasi tempat wisata menarik di madura. lokasi cukup sulit di lalui, karena akses jalan yang sempit. untuk pemandangan bagus dan menarik , tapi kekurangannya adalah setelah datang kesana ada oknum pungli yang …","datang kesini karena lihat rekomendasi tempat wisata menarik di madura. lokasi cukup sulit di lalui, karena akses jalan yang sempit. untuk pemandangan bagus dan menarik , tapi kekurangannya adalah setelah datang kesana ada oknum pungli yang ?","['datang', 'kesini', 'karena', 'lihat', 'rekomendasi', 'tempat', 'wisata', 'menarik', 'di', 'madura', '.', 'lokasi', 'cukup', 'sulit', 'di', 'lalui', ',', 'karena', 'akses', 'jalan', 'yang', 'sempit', '.', 'untuk', 'pemandangan', 'bagus', 'dan', 'menarik', ',', 'tapi', 'kekurangannya', 'adalah', 'setelah', 'datang', 'kesana', 'ada', 'oknum', 'pungli', 'yang', '?']","['datang', 'kesini', 'karena', 'lihat', 'rekomendasi', 'tempat', 'wisata', 'menarik', 'di', 'madura', '.', 'lokasi', 'cukup', 'sulit', 'di', 'lalui', ',', 'karena', 'akses', 'jalan', 'yang', 'sempit', '.', 'untuk', 'pemandangan', 'bagus', 'dan', 'menarik', ',', 'tapi', 'kekurangannya', 'adalah', 'setelah', 'datang', 'kesana', 'ada', 'oknum', 'pungli', 'yang', '?']","['kesini', 'lihat', 'rekomendasi', 'wisata', 'menarik', 'madura', '.', 'lokasi', 'sulit', 'lalui', ',', 'akses', 'jalan', 'sempit', '.', 'pemandangan', 'bagus', 'menarik', ',', 'tapi', 'kekurangannya', 'kesana', 'oknum', 'pungli', '?']"
